Entry ID;Source ID;MC species;MC variety;MC latin;CC species;CC variety;CC latin;Location ;Year;Intercropping design;Width;Distance to the CC;Relative density  ;Density design;RSD;RHD;SH period;System;Fertilizer type;Fertilizer detail;N dose;N unit;Pest management type;AES;Sub-category;Metric;Unit;Treatment value;Treatment MV;Control value;Control MV;MV metric;n_Treatment;n_Control;Relationship;Comment;Entered by;Reviewed by
63;Yildirim,2013;Cabbage;Broccoli;Brassica oleracea L. var. italica;Lettuce;;Lactuca sativa L. var. crispa;Ispir, Turkey;2009-2010;Row;0,25;0,25;100%;Additive;0;NA;+83;Conventional;Mixed;Mixed;NA;NA;No insecticide;Productivity;Saleable biomass;per plant;g/head;785;NA;801;NA;;6;6;Positive;;TLN;JCR
64;Yildirim,2013;Cabbage;Broccoli;Brassica oleracea L. var. italica;Lettuce;;Lactuca sativa L. var. crispa;Ispir, Turkey;2009-2010;Row;0,25;0,25;100%;Additive;0;NA;+83;Conventional;Mixed;Mixed;NA;NA;No insecticide;Product quality;Marketability and commercial quality;Grading;Diameter (cm);13,54;NA;12,86;NA;;6;6;Positive;;JCR;JCR
65;Yildirim,2013;Cabbage;Broccoli;Brassica oleracea L. var. italica;Lettuce;;Lactuca sativa L. var. crispa;Ispir, Turkey;2009-2010;Row;0,25;0,25;100%;Additive;0;NA;+83;Conventional;Mixed;Mixed;NA;NA;No insecticide;Product quality;Marketability and commercial quality;Grading;Density (% dry matter);11,87;NA;11,8;NA;;6;6;Positive;;JCR;JCR
66;Yildirim,2013;Cabbage;Broccoli;Brassica oleracea L. var. italica;Lettuce;;Lactuca sativa L. var. crispa;Ispir, Turkey;2009-2010;Row;0,25;0,25;100%;Additive;0;NA;+83;Conventional;Mixed;Mixed;NA;NA;No insecticide;Product quality;Nutrient quality;N;%;2,24;0,25;2,77;0,64;SE;6;6;Positive;;TLN;JCR
67;Yildirim,2013;Cabbage;Broccoli;Brassica oleracea L. var. italica;Lettuce;;Lactuca sativa L. var. crispa;Ispir, Turkey;2009-2010;Row;0,25;0,25;100%;Additive;0;NA;+83;Conventional;Mixed;Mixed;NA;NA;No insecticide;Product quality;Nutrient quality;K;%;1,26;0,01;1,38;0,09;SE;6;6;Positive;;TLN;JCR
68;Yildirim,2013;Cabbage;Broccoli;Brassica oleracea L. var. italica;Lettuce;;Lactuca sativa L. var. crispa;Ispir, Turkey;2009-2010;Row;0,25;0,25;100%;Additive;0;NA;+83;Conventional;Mixed;Mixed;NA;NA;No insecticide;Product quality;Nutrient quality;P;%;0,48;0,05;0,56;0,11;SE;6;6;Positive;;TLN;JCR
69;Yildirim,2013;Cabbage;Broccoli;Brassica oleracea L. var. italica;Lettuce;;Lactuca sativa L. var. crispa;Ispir, Turkey;2009-2010;Row;0,25;0,25;100%;Additive;0;NA;+83;Conventional;Mixed;Mixed;NA;NA;No insecticide;Product quality;Nutrient quality;S;%;0,16;0,01;0,17;0,01;SE;6;6;Positive;;TLN;JCR
70;Yildirim,2013;Cabbage;Broccoli;Brassica oleracea L. var. italica;Lettuce;;Lactuca sativa L. var. crispa;Ispir, Turkey;2009-2010;Row;0,25;0,25;100%;Additive;0;NA;+83;Conventional;Mixed;Mixed;NA;NA;No insecticide;Product quality;Nutrient quality;Ca;%;2,24;0,77;2,35;0,13;SE;6;6;Positive;;TLN;JCR
71;Yildirim,2013;Cabbage;Broccoli;Brassica oleracea L. var. italica;Lettuce;;Lactuca sativa L. var. crispa;Ispir, Turkey;2009-2010;Row;0,25;0,25;100%;Additive;0;NA;+83;Conventional;Mixed;Mixed;NA;NA;No insecticide;Product quality;Nutrient quality;Mg;%;0,18;0,08;0,2;0,05;SE;6;6;Positive;;TLN;JCR
72;Yildirim,2013;Cabbage;Broccoli;Brassica oleracea L. var. italica;Lettuce;;Lactuca sativa L. var. crispa;Ispir, Turkey;2009-2010;Row;0,25;0,25;100%;Additive;0;NA;+83;Conventional;Mixed;Mixed;NA;NA;No insecticide;Product quality;Nutrient quality;Fe;mg/kg;89;2,2;87;2,2;SE;6;6;Positive;;TLN;JCR
73;Yildirim,2013;Cabbage;Broccoli;Brassica oleracea L. var. italica;Lettuce;;Lactuca sativa L. var. crispa;Ispir, Turkey;2009-2010;Row;0,25;0,25;100%;Additive;0;NA;+83;Conventional;Mixed;Mixed;NA;NA;No insecticide;Product quality;Nutrient quality;Mn;mg/kg;23;3,7;23;4,2;SE;6;6;Positive;;TLN;JCR
74;Yildirim,2013;Cabbage;Broccoli;Brassica oleracea L. var. italica;Lettuce;;Lactuca sativa L. var. crispa;Ispir, Turkey;2009-2010;Row;0,25;0,25;100%;Additive;0;NA;+83;Conventional;Mixed;Mixed;NA;NA;No insecticide;Product quality;Nutrient quality;Zn;mg/kg;22;2,1;25;2,26;SE;6;6;Positive;;TLN;JCR
75;Yildirim,2013;Cabbage;Broccoli;Brassica oleracea L. var. italica;Lettuce;;Lactuca sativa L. var. crispa;Ispir, Turkey;2009-2010;Row;0,25;0,25;100%;Additive;0;NA;+83;Conventional;Mixed;Mixed;NA;NA;No insecticide;Product quality;Nutrient quality;Cu ;mg/kg;14;1,1;10;1,2;SE;6;6;Positive;;TLN;JCR
76;Bavec,2012;Cabbage;White cabbage;Brassica oleracea var. capitata f. alba;Lettuce;Head lettuce;Lactuca sativa var. capitata;Maribor, Slovenia;2007-2009;Row;0,375;0,375;100%;Additive;0;-89;+125;Organic;Organic;Oil pumpkins cake;240;kgN/ha;Organic;Productivity;Harvested biomass;per unit of area;t/ha;70,06;NA;73,5;NA;;12;12;Positive;;TLN;TLN
77;Bavec,2012;Cabbage;White cabbage;Brassica oleracea var. capitata f. alba;Bush bean;;Phaseolus vulgaris;Maribor, Slovenia;2007-2009;Row;0,375;0,375;100%;Additive;0;NA;+125;Organic;Organic;Oil pumpkins cake;240;kgN/ha;Organic;Productivity;Harvested biomass;per unit of area;t/ha;49,31;NA;73,5;NA;;12;12;Positive;;TLN;TLN
78;Bavec,2012;Cabbage;White cabbage;Brassica oleracea var. capitata f. alba;Beet;Red beet;Beta vulgaris ssp. rubra;Maribor, Slovenia;2007-2009;Row;0,375;0,375;100%;Additive;0;NA;+125;Organic;Organic;Oil pumpkins cake;240;kgN/ha;Organic;Productivity;Harvested biomass;per unit of area;t/ha;68,19;NA;73,5;NA;;12;12;Positive;;TLN;TLN
79;Bavec,2012;Cabbage;White cabbage;Brassica oleracea var. capitata f. alba;Tomato;;Lycopersicum esculentum;Maribor, Slovenia;2007-2009;Row;0,375;0,375;100%;Additive;0;NA;+125;Organic;Organic;Oil pumpkins cake;240;kgN/ha;Organic;Productivity;Harvested biomass;per unit of area;t/ha;47,93;NA;73,5;NA;;12;12;Positive;;TLN;TLN
80;Bavec,2012;Cabbage;White cabbage;Brassica oleracea var. capitata f. alba;Leek;;Allium porrum;Maribor, Slovenia;2007-2009;Row;0,375;0,375;100%;Additive;0;NA;+125;Organic;Organic;Oil pumpkins cake;240;kgN/ha;Organic;Productivity;Harvested biomass;per unit of area;t/ha;61,15;NA;73,5;NA;;12;12;Positive;;TLN;TLN
81;Bavec,2012;Cabbage;White cabbage;Brassica oleracea var. capitata f. alba;Celery;;Apium graveolens;Maribor, Slovenia;2007-2009;Row;0,375;0,375;100%;Additive;0;+33;+125;Organic;Organic;Oil pumpkins cake;240;kgN/ha;Organic;Productivity;Harvested biomass;per unit of area;t/ha;56,59;NA;73,5;NA;;12;12;Positive;;TLN;TLN
82;Bavec,2012;Cabbage;White cabbage;Brassica oleracea var. capitata f. alba;Lettuce;Head lettuce;Lactuca sativa var. capitata;Maribor, Slovenia;2007-2009;Row;0,375;0,375;100%;Additive;0;-89;+125;Organic;Organic;Oil pumpkins cake;240;kgN/ha;Organic;Productivity;Saleable biomass;per unit of area;t/ha;40,94;NA;41,07;NA;;12;12;Positive;;TLN;TLN
83;Bavec,2012;Cabbage;White cabbage;Brassica oleracea var. capitata f. alba;Bush bean;;Phaseolus vulgaris;Maribor, Slovenia;2007-2009;Row;0,375;0,375;100%;Additive;0;NA;+125;Organic;Organic;Oil pumpkins cake;240;kgN/ha;Organic;Productivity;Saleable biomass;per unit of area;t/ha;30,1;NA;41,07;NA;;12;12;Positive;;TLN;TLN
84;Bavec,2012;Cabbage;White cabbage;Brassica oleracea var. capitata f. alba;Beet;Red beet;Beta vulgaris ssp. rubra;Maribor, Slovenia;2007-2009;Row;0,375;0,375;100%;Additive;0;NA;+125;Organic;Organic;Oil pumpkins cake;240;kgN/ha;Organic;Productivity;Saleable biomass;per unit of area;t/ha;43,04;NA;41,07;NA;;12;12;Positive;;TLN;TLN
85;Bavec,2012;Cabbage;White cabbage;Brassica oleracea var. capitata f. alba;Tomato;;Lycopersicum esculentum;Maribor, Slovenia;2007-2009;Row;0,375;0,375;100%;Additive;0;NA;+125;Organic;Organic;Oil pumpkins cake;240;kgN/ha;Organic;Productivity;Saleable biomass;per unit of area;t/ha;27,93;NA;41,07;NA;;12;12;Positive;;TLN;TLN
86;Bavec,2012;Cabbage;White cabbage;Brassica oleracea var. capitata f. alba;Leek;;Allium porrum;Maribor, Slovenia;2007-2009;Row;0,375;0,375;100%;Additive;0;NA;+125;Organic;Organic;Oil pumpkins cake;240;kgN/ha;Organic;Productivity;Saleable biomass;per unit of area;t/ha;32,76;NA;41,07;NA;;12;12;Positive;;TLN;TLN
87;Bavec,2012;Cabbage;White cabbage;Brassica oleracea var. capitata f. alba;Celery;;Apium graveolens;Maribor, Slovenia;2007-2009;Row;0,375;0,375;100%;Additive;0;+33;+125;Organic;Organic;Oil pumpkins cake;240;kgN/ha;Organic;Productivity;Saleable biomass;per unit of area;t/ha;32,94;NA;41,07;NA;;12;12;Positive;;TLN;TLN
88;Asare-Badiako,2010;Cabbage;;Brassica oleracea var. capitata;Onion;;Allium cepa;Cape Coast, Ghana;2007;Row;0,45;0,45;100%;Additive;-14;NA;NA;Conventional;Organic;Poultry manure;NA;NA;No insecticide;Productivity;Harvested biomass;per plant;kg/head;4,35;0,31;2,7;0,31;SE;4;4;Positive;RHD (assumed 0) and SH period not reported;TLN;JCR
89;Asare-Badiako,2010;Cabbage;;Brassica oleracea var. capitata;Tomato;;Solanum lycopersicum;Cape Coast, Ghana;2007;Row;0,45;0,45;100%;Additive;-14;NA;NA;Conventional;Organic;Poultry manure;NA;NA;No insecticide;Productivity;Harvested biomass;per plant;kg/head;4,57;0,31;2,7;0,31;SE;4;4;Positive;RHD (assumed 0) and SH period not reported;TLN;JCR
90;Asare-Badiako,2010;Cabbage;;Brassica oleracea var. capitata;Pepper;;NA (Capsicum annuum ?);Cape Coast, Ghana;2007;Row;0,45;0,45;100%;Additive;-14;NA;NA;Conventional;Organic;Poultry manure;NA;NA;No insecticide;Productivity;Harvested biomass;per plant;kg/head;3,18;0,31;2,7;0,31;SE;4;4;Positive;RHD (assumed 0) and SH period not reported;TLN;JCR
91;Asare-Badiako,2010;Cabbage;;Brassica oleracea var. capitata;Onion;;Allium cepa;Cape Coast, Ghana;2007;Row;0,45;0,45;100%;Additive;-14;NA;NA;Conventional;Organic;Poultry manure;NA;NA;No insecticide;Product quality;Marketability and commercial quality;Pest damage;DMB (no. holes/head);4,6;0,22;7,1;0,22;SE;4;4;Negative;RHD (assumed 0) and SH period not reported;TLN;JCR
92;Asare-Badiako,2010;Cabbage;;Brassica oleracea var. capitata;Tomato;;Solanum lycopersicum;Cape Coast, Ghana;2007;Row;0,45;0,45;100%;Additive;-14;NA;NA;Conventional;Organic;Poultry manure;NA;NA;No insecticide;Product quality;Marketability and commercial quality;Pest damage;DMB (no. holes/head);2,2;0,22;7,1;0,22;SE;4;4;Negative;RHD (assumed 0) and SH period not reported;TLN;JCR
93;Asare-Badiako,2010;Cabbage;;Brassica oleracea var. capitata;Pepper;;NA (Capsicum annuum ?);Cape Coast, Ghana;2007;Row;0,45;0,45;100%;Additive;-14;NA;NA;Conventional;Organic;Poultry manure;NA;NA;No insecticide;Product quality;Marketability and commercial quality;Pest damage;DMB (no. holes/head);5,5;0,22;7,1;0,22;SE;4;4;Negative;RHD (assumed 0) and SH period not reported;TLN;JCR
94;Mahendran,2018;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis;Onion;;Allium cepa;New Delhi, India;2013-2014;Strip;1,2;0,6;67%;Replacement;NA;NA;NA;NA;NA;NA;NA;NA;No insecticide;Productivity;Saleable biomass;per plant;g/head;842,81;23,95;687,13;32,909;SE;3;3;Positive;;TLN;JCR
95;Mahendran,2018;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis;Coriander;;Coriandrum sativum Linn.;New Delhi, India;2013-2014;Strip;1,2;0,6;67%;Replacement;NA;NA;NA;NA;NA;NA;NA;NA;No insecticide;Productivity;Saleable biomass;per plant;g/head;889,22;28,44;687,13;32,909;SE;3;3;Positive;;TLN;JCR
96;Mahendran,2018;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis;Radish;;Raphanus raphanistrum;New Delhi, India;2013-2014;Strip;1,2;0,6;67%;Replacement;NA;NA;NA;NA;NA;NA;NA;NA;No insecticide;Productivity;Saleable biomass;per plant;g/head;800,9;23,95;687,13;32,909;SE;3;3;Positive;;TLN;JCR
97;Mahendran,2018;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis;Onion;;Allium cepa;New Delhi, India;2013-2014;Mixed;NR;NR;44%;Replacement;NA;NA;NA;NA;NA;NA;NA;NA;No insecticide;Productivity;Saleable biomass;per plant;g/head;886,23;26,95;687,13;32,909;SE;3;3;Positive;“Square intercropping”;TLN;JCR
98;Mahendran,2018;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis;Coriander;;Coriandrum sativum Linn.;New Delhi, India;2013-2014;Mixed;NR;NR;44%;Replacement;NA;NA;NA;NA;NA;NA;NA;NA;No insecticide;Productivity;Saleable biomass;per plant;g/head;920,66;29,94;687,13;32,909;SE;3;3;Positive;“Square intercropping”;TLN;JCR
99;Mahendran,2018;Cabbage;Cauliflower;Brassica oleracea L. var. botrytis;Radish;;Raphanus raphanistrum;New Delhi, India;2013-2014;Mixed;NR;NR;44%;Replacement;NA;NA;NA;NA;NA;NA;NA;NA;No insecticide;Productivity;Saleable biomass;per plant;g/head;812,87;31,44;687,13;32,909;SE;3;3;Positive;“Square intercropping”;TLN;JCR
100;Mutiga,2010;Cabbage;Collard;Brassica oleracea L. var. acephala ‘Georgia’;Chili;;Capsicum frutescens L. ‘red cayenne’;Chepkoilel, Kenya;2006-Spring;Row;0,2;0,2;100%;Additive;0;NA;+35;Conventional;Synthetic;Calcium amonium nitrate;NA;NA;No insecticide;Productivity;Harvested biomass;per unit of area;t/ha;12,4;0,2;11,2;0,2;SE;12;12;Positive;35 days after transplanting. n=3blocks*4Ntreatment;TLN;JCR
101;Mutiga,2010;Cabbage;Collard;Brassica oleracea L. var. acephala ‘Georgia’;Onion;Spring onion;Allium cepa L.;Chepkoilel, Kenya;2006-Spring;Row;0,2;0,2;100%;Additive;0;NA;+35;Conventional;Synthetic;Calcium amonium nitrate;NA;NA;No insecticide;Productivity;Harvested biomass;per unit of area;t/ha;13,3;0,2;11,2;0,2;SE;12;12;Positive;35 days after transplanting. n=3blocks*4Ntreatment;TLN;JCR
102;Mutiga,2010;Cabbage;Collard;Brassica oleracea L. var. acephala ‘Georgia’;Chili;;Capsicum frutescens L. ‘red cayenne’;Chepkoilel, Kenya;2006-Spring;Row;0,2;0,2;100%;Additive;0;NA;+40;Conventional;Synthetic;Calcium amonium nitrate;NA;NA;No insecticide;Productivity;Harvested biomass;per unit of area;t/ha;10,3;0,2;10,7;0,2;SE;12;12;Positive;40 days after transplanting. n=3blocks*4Ntreatment;TLN;JCR
103;Mutiga,2010;Cabbage;Collard;Brassica oleracea L. var. acephala ‘Georgia’;Onion;Spring onion;Allium cepa L.;Chepkoilel, Kenya;2006-Spring;Row;0,2;0,2;100%;Additive;0;NA;+40;Conventional;Synthetic;Calcium amonium nitrate;NA;NA;No insecticide;Productivity;Harvested biomass;per unit of area;t/ha;13,3;0,2;10,7;0,2;SE;12;12;Positive;40 days after transplanting. n=3blocks*4Ntreatment;TLN;JCR
104;Mutiga,2010;Cabbage;Collard;Brassica oleracea L. var. acephala ‘Georgia’;Chili;;Capsicum frutescens L. ‘red cayenne’;Chepkoilel, Kenya;2006-Spring;Row;0,2;0,2;100%;Additive;0;NA;+45;Conventional;Synthetic;Calcium amonium nitrate;NA;NA;No insecticide;Productivity;Harvested biomass;per unit of area;t/ha;13,2;0,1;12,9;0,1;SE;12;12;Positive;45 days after transplanting. n=3blocks*4Ntreatment;TLN;JCR
105;Mutiga,2010;Cabbage;Collard;Brassica oleracea L. var. acephala ‘Georgia’;Onion;Spring onion;Allium cepa L.;Chepkoilel, Kenya;2006-Spring;Row;0,2;0,2;100%;Additive;0;NA;+45;Conventional;Synthetic;Calcium amonium nitrate;NA;NA;No insecticide;Productivity;Harvested biomass;per unit of area;t/ha;17,6;0,1;12,9;0,1;SE;12;12;Positive;45 days after transplanting. n=3blocks*4Ntreatment;TLN;JCR
106;Mutiga,2010;Cabbage;Collard;Brassica oleracea L. var. acephala ‘Georgia’;Chili;;Capsicum frutescens L. ‘red cayenne’;Chepkoilel, Kenya;2006-Spring;Row;0,2;0,2;100%;Additive;0;NA;+50;Conventional;Synthetic;Calcium amonium nitrate;NA;NA;No insecticide;Productivity;Harvested biomass;per unit of area;t/ha;14,2;0,2;15,9;0,2;SE;12;12;Positive;50 days after transplanting. n=3blocks*4Ntreatment;TLN;JCR
107;Mutiga,2010;Cabbage;Collard;Brassica oleracea L. var. acephala ‘Georgia’;Onion;Spring onion;Allium cepa L.;Chepkoilel, Kenya;2006-Spring;Row;0,2;0,2;100%;Additive;0;NA;+50;Conventional;Synthetic;Calcium amonium nitrate;NA;NA;No insecticide;Productivity;Harvested biomass;per unit of area;t/ha;18,6;0,2;15,9;0,2;SE;12;12;Positive;50 days after transplanting. n=3blocks*4Ntreatment;TLN;JCR
108;Mutiga,2010;Cabbage;Collard;Brassica oleracea L. var. acephala ‘Georgia’;Chili;;Capsicum frutescens L. ‘red cayenne’;Chepkoilel, Kenya;2006-Summer;Row;0,2;0,2;100%;Additive;0;NA;+35;Conventional;Synthetic;Calcium amonium nitrate;NA;NA;No insecticide;Productivity;Harvested biomass;per unit of area;t/ha;10,8;0,2;8,4;0,2;SE;12;12;Positive;35 days after transplanting. n=3blocks*4Ntreatment;TLN;JCR
109;Mutiga,2010;Cabbage;Collard;Brassica oleracea L. var. acephala ‘Georgia’;Onion;Spring onion;Allium cepa L.;Chepkoilel, Kenya;2006-Summer;Row;0,2;0,2;100%;Additive;0;NA;+35;Conventional;Synthetic;Calcium amonium nitrate;NA;NA;No insecticide;Productivity;Harvested biomass;per unit of area;t/ha;11,6;0,2;8,4;0,2;SE;12;12;Positive;35 days after transplanting. n=3blocks*4Ntreatment;TLN;JCR
110;Mutiga,2010;Cabbage;Collard;Brassica oleracea L. var. acephala ‘Georgia’;Chili;;Capsicum frutescens L. ‘red cayenne’;Chepkoilel, Kenya;2006-Summer;Row;0,2;0,2;100%;Additive;0;NA;+40;Conventional;Synthetic;Calcium amonium nitrate;NA;NA;No insecticide;Productivity;Harvested biomass;per unit of area;t/ha;8,8;0,2;7,8;0,2;SE;12;12;Positive;40 days after transplanting. n=3blocks*4Ntreatment;TLN;JCR
111;Mutiga,2010;Cabbage;Collard;Brassica oleracea L. var. acephala ‘Georgia’;Onion;Spring onion;Allium cepa L.;Chepkoilel, Kenya;2006-Summer;Row;0,2;0,2;100%;Additive;0;NA;+40;Conventional;Synthetic;Calcium amonium nitrate;NA;NA;No insecticide;Productivity;Harvested biomass;per unit of area;t/ha;10,6;0,2;7,8;0,2;SE;12;12;Positive;40 days after transplanting. n=3blocks*4Ntreatment;TLN;JCR
112;Mutiga,2010;Cabbage;Collard;Brassica oleracea L. var. acephala ‘Georgia’;Chili;;Capsicum frutescens L. ‘red cayenne’;Chepkoilel, Kenya;2006-Summer;Row;0,2;0,2;100%;Additive;0;NA;+45;Conventional;Synthetic;Calcium amonium nitrate;NA;NA;No insecticide;Productivity;Harvested biomass;per unit of area;t/ha;11,9;0,2;9,6;0,2;SE;12;12;Positive;45 days after transplanting. n=3blocks*4Ntreatment;TLN;JCR
113;Mutiga,2010;Cabbage;Collard;Brassica oleracea L. var. acephala ‘Georgia’;Onion;Spring onion;Allium cepa L.;Chepkoilel, Kenya;2006-Summer;Row;0,2;0,2;100%;Additive;0;NA;+45;Conventional;Synthetic;Calcium amonium nitrate;NA;NA;No insecticide;Productivity;Harvested biomass;per unit of area;t/ha;14,3;0,2;9,6;0,2;SE;12;12;Positive;45 days after transplanting. n=3blocks*4Ntreatment;TLN;JCR
114;Mutiga,2010;Cabbage;Collard;Brassica oleracea L. var. acephala ‘Georgia’;Chili;;Capsicum frutescens L. ‘red cayenne’;Chepkoilel, Kenya;2006-Summer;Row;0,2;0,2;100%;Additive;0;NA;+50;Conventional;Synthetic;Calcium amonium nitrate;NA;NA;No insecticide;Productivity;Harvested biomass;per unit of area;t/ha;14,4;0,2;10,5;0,2;SE;12;12;Positive;50 days after transplanting. n=3blocks*4Ntreatment;TLN;JCR
115;Mutiga,2010;Cabbage;Collard;Brassica oleracea L. var. acephala ‘Georgia’;Onion;Spring onion;Allium cepa L.;Chepkoilel, Kenya;2006-Summer;Row;0,2;0,2;100%;Additive;0;NA;+50;Conventional;Synthetic;Calcium amonium nitrate;NA;NA;No insecticide;Productivity;Harvested biomass;per unit of area;t/ha;14;0,2;10,5;0,2;SE;12;12;Positive;50 days after transplanting. n=3blocks*4Ntreatment;TLN;JCR
116;Broad,2009;Cabbage;Broccoli;Brassica oleracea var. Italica plenck ;Potato;;Solanum tuberosum ‘Russet Burbank’;Forthside, Tasmania, Australia;2005-2006;Strip;1,65;0,85;50%;Replacement;-28;NA;+76;Conventional;Synthetic;NA;65;kgN/ha;Conventional;Productivity;Harvested biomass;per plant;g;340;5,3;334;2,3;SE;6;6;Positive;;TLN;TLN
117;Broad,2009;Cabbage;Broccoli;Brassica oleracea var. Italica plenck ;Potato;;Solanum tuberosum ‘Russet Burbank’;Forthside, Tasmania, Australia;2005-2006;Strip;1,65;0,85;50%;Replacement;-28;NA;+76;Conventional;Synthetic;NA;65;kgN/ha;Conventional;Productivity;Harvested biomass;per plant;g;310;5,4;303;8,3;SE;6;6;Positive;with cover crop;TLN;TLN
118;Broad,2009;Cabbage;Broccoli;Brassica oleracea var. Italica plenck ;Potato;;Solanum tuberosum ‘Russet Burbank’;Forthside, Tasmania, Australia;2005-2006;Strip;1,65;0,85;50%;Replacement;-28;NA;+76;Conventional;Synthetic;NA;65;kgN/ha;Conventional;Product quality;Marketability and commercial quality;Grading;Quality classes or grades. Shape score (1-5);3,65;0,12;3,44;0,07;SE;6;6;Positive;;TLN;TLN
119;Broad,2009;Cabbage;Broccoli;Brassica oleracea var. Italica plenck ;Potato;;Solanum tuberosum ‘Russet Burbank’;Forthside, Tasmania, Australia;2005-2006;Strip;1,65;0,85;50%;Replacement;-28;NA;+76;Conventional;Synthetic;NA;65;kgN/ha;Conventional;Product quality;Marketability and commercial quality;Grading;Quality classes or grades. Shape score (1-5);3,81;0,05;3,81;0,11;SE;6;6;Positive;with cover crop;TLN;TLN
120;Broad,2009;Cabbage;Broccoli;Brassica oleracea var. Italica plenck ;Potato;;Solanum tuberosum ‘Russet Burbank’;Forthside, Tasmania, Australia;2005-2006;Strip;1,65;0,85;50%;Replacement;-28;NA;+76;Conventional;Synthetic;NA;65;kgN/ha;Conventional;Product quality;Marketability and commercial quality;Grading;Defects and anomalies. Hollow stem score (1-4);2,63;0,13;2,43;0,28;SE;6;6;Positive;;TLN;TLN
121;Broad,2009;Cabbage;Broccoli;Brassica oleracea var. Italica plenck ;Potato;;Solanum tuberosum ‘Russet Burbank’;Forthside, Tasmania, Australia;2005-2006;Strip;1,65;0,85;50%;Replacement;-28;NA;+76;Conventional;Synthetic;NA;65;kgN/ha;Conventional;Product quality;Marketability and commercial quality;Grading;Defects and anomalies. Hollow stem score (1-4);2,74;0,19;2,74;0,27;SE;6;6;Positive;with cover crop;TLN;TLN
122;Ponti,2007;Cabbage;Broccoli;Brassica oleracea L. var. italica ‘Heritage’;Mustard;;Brassica spp.;Albany, CA, USA;2004 - Summer;Strip;1,5;0,25;100%;Additive;0;NA;+60;Conventional;Mixed;Mixed;NA;NA;NA;Productivity;Harvested biomass;per plant;g;157,6;17;189,8;25,4;SE;6;6;Positive;;TLN;TLN
123;Ponti,2007;Cabbage;Broccoli;Brassica oleracea L. var. italica ‘Heritage’;Mustard;;Brassica spp.;Albany, CA, USA;2004 - Summer;Strip;2,5;0,75;100%;Additive;0;NA;+60;Conventional;Mixed;Mixed;NA;NA;NA;Productivity;Harvested biomass;per plant;g;142,4;25,4;189,8;25,4;SE;6;6;Positive;;TLN;TLN
124;Ponti,2007;Cabbage;Broccoli;Brassica oleracea L. var. italica ‘Heritage’;Buckwheat;;Fagopyrum esculentum;Albany, CA, USA;2004 - Summer;Strip;1,5;0,25;100%;Additive;0;NA;+60;Conventional;Mixed;Mixed;NA;NA;NA;Productivity;Harvested biomass;per plant;g;135,6;35,6;189,8;25,4;SE;6;6;Positive;;TLN;TLN
